120 1.1186e-04 4.4449e-06 2.3639e-07 1.4525e+00 -1.5562e-02 8.0835e-04 1.0229e-10 8.4837e-15 5.7000e-01
121 1.1189e-04 4.4597e-06 2.3752e-07 1.4433e+00 -1.5549e-02 8.0501e-04 1.0110e-10 8.2682e-15 5.7000e-01
122 1.1191e-04 4.4747e-06 2.3866e-07 1.4341e+00 -1.5530e-02 8.0155e-04 9.9932e-11 8.0598e-15 5.7000e-01
123 1.1194e-04 4.4898e-06 2.3982e-07 1.4251e+00 -1.5505e-02 7.9797e-04 9.8796e-11 7.8584e-15 5.7000e-01
124 1.1197e-04 4.5051e-06 2.4099e-07 1.4163e+00 -1.5474e-02 7.9428e-04 9.7689e-11 7.6636e-15 5.7000e-01
125 1.1200e-04 4.5206e-06 2.4217e-07 1.4076e+00 -1.5437e-02 7.9048e-04 9.6609e-11 7.4751e-15 5.7000e-01
126 1.1202e-04 4.5363e-06 2.4336e-07 1.3989e+00 -1.5395e-02 7.8658e-04 9.5556e-11 7.2926e-15 5.7000e-01
127 1.1205e-04 4.5521e-06 2.4457e-07 1.3904e+00 -1.5346e-02 7.8257e-04 9.4529e-11 7.1156e-15 5.7000e-01
128 1.1208e-04 4.5682e-06 2.4579e-07 1.3820e+00 -1.5293e-02 7.7846e-04 9.3528e-11 6.9439e-15 5.7000e-01
129 1.1211e-04 4.5844e-06 2.4702e-07 1.3737e+00 -1.5233e-02 7.7426e-04 9.2550e-11 6.7770e-15 5.7000e-01
130 1.1214e-04 4.6008e-06 2.4826e-07 1.3655e+00 -1.5168e-02 7.6997e-04 9.1597e-11 6.6149e-15 5.7000e-01
131 1.1217e-04 4.6174e-06 2.4952e-07 1.3574e+00 -1.5098e-02 7.6559e-04 9.0666e-11 6.4575e-15 5.7000e-01
132 1.1219e-04 4.6342e-06 2.5080e-07 1.3494e+00 -1.5022e-02 7.6113e-04 8.9758e-11 6.3046e-15 5.7000e-01
133 1.1222e-04 4.6511e-06 2.5208e-07 1.3415e+00 -1.4941e-02 7.5658e-04 8.8872e-11 6.1563e-15 5.7000e-01
134 1.1225e-04 4.6683e-06 2.5338e-07 1.3336e+00 -1.4855e-02 7.5197e-04 8.8007e-11 6.0124e-15 5.7000e-01
135 1.1228e-04 4.6856e-06 2.5469e-07 1.3258e+00 -1.4765e-02 7.4727e-04 8.7162e-11 5.8727e-15 5.7000e-01
136 1.1231e-04 4.7031e-06 2.5602e-07 1.3181e+00 -1.4669e-02 7.4252e-04 8.6337e-11 5.7372e-15 5.7000e-01
137 1.1234e-04 4.7209e-06 2.5736e-07 1.3104e+00 -1.4568e-02 7.3769e-04 8.5532e-11 5.6057e-15 5.7000e-01
