# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 6000, i.e. number of multipoles equal to 5999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   75       2.647766261260e-10       5.272443530765e-14      -1.072260085153e-12       2.402343707515e-16       2.068014341401e-11       2.621501607255e-12      -9.692346763770e-15 
   76       2.681764183123e-10       5.461138531586e-14      -1.139503487245e-12       2.466998890263e-16       2.002817956525e-11       2.552116332652e-12      -9.492959337395e-15 
   77       2.716059876637e-10       5.652178529146e-14      -1.208254784542e-12       2.532528572778e-16       1.940102808610e-11       2.485240241003e-12      -9.280701909508e-15 
   78       2.750663168285e-10       5.845418897394e-14      -1.278462883095e-12       2.598933184524e-16       1.879869729220e-11       2.420870687268e-12      -9.060870651273e-15 
   79       2.785580976732e-10       6.040707325167e-14      -1.350072794024e-12       2.666213134417e-16       1.822083801874e-11       2.358965933164e-12      -8.839306165135e-15 
   80       2.820817138885e-10       6.237883701753e-14      -1.423025567324e-12       2.734368810158e-16       1.766672719300e-11       2.299443346017e-12      -8.622410218806e-15 
   81       2.856372235969e-10       6.436780002441e-14      -1.497258225676e-12       2.803400577549e-16       1.713525140681e-11       2.242177597608e-12      -8.417162479243e-15 
   82       2.892243419584e-10       6.637220174083e-14      -1.572703698252e-12       2.873308779829e-16       1.662489048913e-11       2.186998863016e-12      -8.231137246632e-15 
   83       2.928424237779e-10       6.839020020647e-14      -1.649290754525e-12       2.944093736993e-16       1.613370107851e-11       2.133691019468e-12      -8.072520188369e-15 
   84       2.964908072820e-10       7.041994625807e-14      -1.726949752827e-12       3.015755926860e-16       1.565978906805e-11       2.082045805849e-12      -7.948005729001e-15 
   85       3.001699490306e-10       7.245982285226e-14      -1.805631125980e-12       3.088296564227e-16       1.520285291371e-11       2.032039562714e-12      -7.856052067490e-15 
   86       3.038804461348e-10       7.450824350360e-14      -1.885289853078e-12       3.161717116937e-16       1.476286724438e-11       1.983682625930e-12      -7.792533466664e-15 
   87       3.076226806581e-10       7.656358056226e-14      -1.965879948283e-12       3.236019135022e-16       1.433960864720e-11       1.936965123142e-12      -7.752741571832e-15 
   88       3.113968082931e-10       7.862416533628e-14      -2.047354492355e-12       3.311204253083e-16       1.393264745638e-11       1.891856113133e-12      -7.731366525536e-15 
   89       3.152027470387e-10       8.068828821390e-14      -2.129665664190e-12       3.387274192669e-16       1.354133954207e-11       1.848302725190e-12      -7.722478082311e-15 
   90       3.190401658763e-10       8.275419878585e-14      -2.212764772356e-12       3.464230764660e-16       1.316481809924e-11       1.806229298459e-12      -7.719506723433e-15 
   91       3.229084734472e-10       8.482010596760e-14      -2.296602286625e-12       3.542075871646e-16       1.280198543651e-11       1.765536521316e-12      -7.715224771677e-15 
   92       3.268068067285e-10       8.688417812172e-14      -2.381127869508e-12       3.620811510306e-16       1.245150476501e-11       1.726100570722e-12      -7.701727506071e-15 
   93       3.307343144976e-10       8.894456327100e-14      -2.466288927225e-12       3.700440342523e-16       1.211211747789e-11       1.687804602718e-12      -7.672178877286e-15 
   94       3.346910810840e-10       9.099945294995e-14      -2.552025944815e-12       3.780967501808e-16       1.178366740934e-11       1.650640510964e-12      -7.626390011514e-15 
   95       3.386773212607e-10       9.304702822739e-14      -2.638276504461e-12       3.862399064227e-16       1.146621615940e-11       1.614620952670e-12      -7.566048700988e-15 
   96       3.426930906570e-10       9.508544086398e-14      -2.724976714612e-12       3.944741513927e-16       1.115972763636e-11       1.579747950151e-12      -7.493034826167e-15 
   97       3.467382784817e-10       9.711281371024e-14      -2.812061221192e-12       4.028001753322e-16       1.086406431358e-11       1.546012474263e-12      -7.409425692877e-15 
   98       3.508126002468e-10       9.912724110469e-14      -2.899463218812e-12       4.112187113281e-16       1.057898348630e-11       1.513394027849e-12      -7.317501369445e-15 
   99       3.549155904903e-10       1.011267892719e-13      -2.987114461979e-12       4.197305363317e-16       1.030413352846e-11       1.481860229175e-12      -7.219750023836e-15 
  100       3.590465954995e-10       1.031094967205e-13      -3.074945276313e-12       4.283364721771e-16       1.003905014951e-11       1.451366395374e-12      -7.118873260797e-15 
  101       3.632047660345e-10       1.050733746414e-13      -3.162884569751e-12       4.370373866003e-16       9.783152651252e-12       1.421855125886e-12      -7.017791458988e-15 
  102       3.673890500513e-10       1.070164073058e-13      -3.250859843767e-12       4.458341942575e-16       9.535740184603e-12       1.393255885897e-12      -6.919649108124e-15 
  103       3.715981854250e-10       1.089365524631e-13      -3.338797204576e-12       4.547278577441e-16       9.295988006458e-12       1.365484589781e-12      -6.827820146111e-15 
  104       3.758309676545e-10       1.108317955333e-13      -3.426622737209e-12       4.637193043391e-16       9.063134516995e-12       1.338462865032e-12      -6.745175438401e-15 
  105       3.800871098345e-10       1.127003196618e-13      -3.514266814966e-12       4.728091612351e-16       8.837079208853e-12       1.312179704940e-12      -6.671761025190e-15 
  106       3.843664858281e-10       1.145403594860e-13      -3.601660395717e-12       4.819979862746e-16       8.617858889840e-12       1.286637406478e-12      -6.606814729146e-15 
  107       3.886688614556e-10       1.163501503691e-13      -3.688733736902e-12       4.912863491214e-16       8.405462488613e-12       1.261832435650e-12      -6.549473268275e-15 
  108       3.929938902392e-10       1.181279293897e-13      -3.775416421715e-12       5.006748313538e-16       8.199829407981e-12       1.237755227198e-12      -6.498769484732e-15 
  109       3.973411091485e-10       1.198719363312e-13      -3.861637385298e-12       5.101640265569e-16       8.000847878219e-12       1.214389984317e-12      -6.453629573631e-15 
  110       4.017099343452e-10       1.215804146709e-13      -3.947324940924e-12       5.197545404154e-16       7.808353310361e-12       1.191714478359e-12      -6.412870311857e-15 
  111       4.060996569281e-10       1.232516125688e-13      -4.032406806188e-12       5.294469908062e-16       7.622126649515e-12       1.169699848549e-12      -6.375196286874e-15 
  112       4.105094386783e-10       1.248837838575e-13      -4.116810129192e-12       5.392420078908e-16       7.441892728160e-12       1.148310401687e-12      -6.339197125538e-15 
  113       4.149383078043e-10       1.264751890310e-13      -4.200461514736e-12       5.491402342084e-16       7.267318619457e-12       1.127503411866e-12      -6.303344722906e-15 
  114       4.193851546865e-10       1.280240962341e-13      -4.283287050506e-12       5.591423247681e-16       7.098011990549e-12       1.107228920175e-12      -6.265990471048e-15 
  115       4.238487276231e-10       1.295287822512e-13      -4.365212333258e-12       5.692489471416e-16       6.933519455867e-12       1.087429534413e-12      -6.225362487856e-15 
  116       4.283278018905e-10       1.309875796993e-13      -4.446163068256e-12       5.794607833267e-16       6.773426028831e-12       1.068053545374e-12      -6.179945563793e-15 
  117       4.328217193432e-10       1.323990229982e-13      -4.526066894265e-12       5.897785353950e-16       6.617670714930e-12       1.049096513050e-12      -6.129679333185e-15 
  118       4.373299067348e-10       1.337617220878e-13      -4.604851830654e-12       6.002029207078e-16       6.466266375167e-12       1.030564383944e-12      -6.074901252175e-15 
  119       4.418517055785e-10       1.350743191949e-13      -4.682445754914e-12       6.107346703142e-16       6.319201316305e-12       1.012460545254e-12      -6.015977521456e-15 
  120       4.463863694250e-10       1.363354902314e-13      -4.758776433921e-12       6.213745290594e-16       6.176438538064e-12       9.947857423214e-13      -5.953303698976e-15 
  121       4.509330611395e-10       1.375439461917e-13      -4.833771555189e-12       6.321232556927e-16       6.037914980308e-12       9.775379960851e-13      -5.887305312636e-15 
  122       4.554908501796e-10       1.386984345508e-13      -4.907358758127e-12       6.429816229763e-16       5.903540770232e-12       9.607125205298e-13      -5.818438472991e-15 
  123       4.600587098724e-10       1.397977406618e-13      -4.979465665297e-12       6.539504177930e-16       5.773198469556e-12       9.443016401397e-13      -5.747190485954e-15 
  124       4.646355146920e-10       1.408406891535e-13      -5.050019913667e-12       6.650304412549e-16       5.646742321714e-12       9.282947073488e-13      -5.674080465488e-15 
  125       4.692200375371e-10       1.418261453284e-13      -5.118949185872e-12       6.762225088117e-16       5.523997499042e-12       9.126780199928e-13      -5.599659946316e-15 
  126       4.738109470081e-10       1.427530165603e-13      -5.186181241467e-12       6.875274503586e-16       5.404759349968e-12       8.974347387604e-13      -5.524513496615e-15 
  127       4.784068046850e-10       1.436202536922e-13      -5.251643948184e-12       6.989461103449e-16       5.288792646204e-12       8.825448046444e-13      -5.449259330716e-15 
  128       4.830060624046e-10       1.444268524337e-13      -5.315265313192e-12       7.104793478823e-16       5.175830829933e-12       8.679848563935e-13      -5.374549921811e-15 
  129       4.876072239389e-10       1.451718945696e-13      -5.376974369869e-12       7.221280238234e-16       5.065633338303e-12       8.537336424778e-13      -5.300950565655e-15 
  130       4.922093558668e-10       1.458546737268e-13      -5.436703881736e-12       7.338929601649e-16       4.958166285911e-12       8.397891035740e-13      -5.228558708441e-15 
  131       4.968116278614e-10       1.464745861098e-13      -5.494387995600e-12       7.457749763745e-16       4.853440273022e-12       8.261530167735e-13      -5.157343822214e-15 
  132       5.014131517822e-10       1.470310935930e-13      -5.549961449632e-12       7.577749020369e-16       4.751453751102e-12       8.128256262430e-13      -5.087265452426e-15 
  133       5.060129801280e-10       1.475237254029e-13      -5.603359610744e-12       7.698935768684e-16       4.652192685590e-12       7.998055999924e-13      -5.018272957298e-15 
  134       5.106101044918e-10       1.479520798012e-13      -5.654518511970e-12       7.821318507321e-16       4.555630218668e-12       7.870899866433e-13      -4.950305247184e-15 
  135       5.152034540138e-10       1.483158257671e-13      -5.703374889842e-12       7.944905836528e-16       4.461726332027e-12       7.746741721966e-13      -4.883290523930e-15 
  136       5.197918938356e-10       1.486147046799e-13      -5.749866221770e-12       8.069706458324e-16       4.370427509643e-12       7.625518368011e-13      -4.817146020239e-15 
  137       5.243742235539e-10       1.488485320018e-13      -5.793930763419e-12       8.195729176646e-16       4.281666400541e-12       7.507149115214e-13      -4.751777739035e-15 
  138       5.289491756748e-10       1.490171989602e-13      -5.835507586087e-12       8.322982897500e-16       4.195361481567e-12       7.391535351062e-13      -4.687080192820e-15 
  139       5.335154140666e-10       1.491206742308e-13      -5.874536614085e-12       8.451476629114e-16       4.111416720157e-12       7.278560107562e-13      -4.622936143042e-15 
  140       5.380715324149e-10       1.491590056194e-13      -5.910958662113e-12       8.581219482084e-16       4.029721237110e-12       7.168087628924e-13      -4.559216339452e-15 
  141       5.426160526755e-10       1.491323217455e-13      -5.944715472641e-12       8.712220669531e-16       3.950148969353e-12       7.059962939241e-13      -4.495779259472e-15 
  142       5.471474235285e-10       1.490408337240e-13      -5.975749753285e-12       8.844489507245e-16       3.872558332713e-12       6.954011410173e-13      -4.432470847553e-15 
