# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   71       2.511865417881e-10       4.536362665301e-14      -8.177417829545e-13       1.996846167517e-16       2.359673115168e-11       2.934933472923e-12      -1.043119732762e-14 
   72       2.544582114541e-10       4.714341228307e-14      -8.787017107354e-13       2.053616394492e-16       2.282042453461e-11       2.852834229522e-12      -1.029539626457e-14 
   73       2.577623642654e-10       4.895080423603e-14      -9.412194022565e-13       2.111199613045e-16       2.207940477892e-11       2.774263757073e-12      -1.014291939279e-14 
   74       2.610982561045e-10       5.078485695307e-14      -1.005292108336e-12       2.169599980697e-16       2.137092119751e-11       2.698966210669e-12      -9.973065739065e-15 
   75       2.644645619339e-10       5.264458084343e-14      -1.070917894132e-12       2.228822021427e-16       2.069139642476e-11       2.626601552509e-12      -9.785090833111e-15 
   76       2.678599672148e-10       5.452889766034e-14      -1.138088082909e-12       2.288869660313e-16       2.003731428505e-11       2.556831959219e-12      -9.579147299954e-15 
   77       2.712851332999e-10       5.643649752782e-14      -1.206762794271e-12       2.349743097688e-16       1.940814860001e-11       2.489607326502e-12      -9.359308370845e-15 
   78       2.747410373442e-10       5.836595547944e-14      -1.276891090721e-12       2.411441384137e-16       1.880390660632e-11       2.424925419081e-12      -9.131095232899e-15 
   79       2.782283654265e-10       6.031577260830e-14      -1.348418165393e-12       2.473963339395e-16       1.822423684073e-11       2.362744637310e-12      -8.900601025347e-15 
   80       2.817474951542e-10       6.228437502181e-14      -1.421285276739e-12       2.537307544305e-16       1.766841265954e-11       2.302982203561e-12      -8.674508481275e-15 
   81       2.852984782675e-10       6.427011279649e-14      -1.495429683197e-12       2.601472332793e-16       1.713531575823e-11       2.245512348609e-12      -8.460107569358e-15 
   82       2.888810232443e-10       6.627125893268e-14      -1.570784577869e-12       2.666455783826e-16       1.662341969092e-11       2.190164498019e-12      -8.265313135604e-15 
   83       2.924944779046e-10       6.828600830941e-14      -1.647279023201e-12       2.732255713383e-16       1.613077338999e-11       2.136721458532e-12      -8.098682545086e-15 
   84       2.961381746856e-10       7.031254440720e-14      -1.724843660489e-12       2.798870172189e-16       1.565547525879e-11       2.084973174399e-12      -7.967233897108e-15 
   85       2.998125703395e-10       7.234925447541e-14      -1.803429069039e-12       2.866299051340e-16       1.519722185347e-11       2.034892208378e-12      -7.869446448817e-15 
   86       3.035182641583e-10       7.439454828457e-14      -1.882990344951e-12       2.934542729360e-16       1.475598691738e-11       1.986484161853e-12      -7.801126760159e-15 
   87       3.072556409680e-10       7.644679362215e-14      -1.963481628156e-12       3.003601590564e-16       1.433154552078e-11       1.939733824717e-12      -7.757485910701e-15 
   88       3.110248598290e-10       7.850431638626e-14      -2.044856134148e-12       3.073476025516e-16       1.392346582523e-11       1.894604295703e-12      -7.733120176214e-15 
   89       3.148258427359e-10       8.056540067944e-14      -2.127066185716e-12       3.144166431502e-16       1.353110084813e-11       1.851036102719e-12      -7.721991705261e-15 
   90       3.186582633169e-10       8.262828890234e-14      -2.210063244678e-12       3.215673212991e-16       1.315358022717e-11       1.808946323184e-12      -7.717409195782e-15 
   91       3.225215355341e-10       8.469118184751e-14      -2.293797943611e-12       3.287996782104e-16       1.278980198478e-11       1.768227704360e-12      -7.712008571679e-15 
   92       3.264148023834e-10       8.675223879308e-14      -2.378220117584e-12       3.361137559079e-16       1.243842429265e-11       1.728747783693e-12      -7.697733659401e-15 
   93       3.303372181646e-10       8.880960002371e-14      -2.463277331946e-12       3.435097101094e-16       1.209818378757e-11       1.690382485512e-12      -7.667609470750e-15 
