# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   61       2.198004870284e-10       2.937166483119e-14      -2.978407427560e-13       1.472675005781e-16       3.366825015691e-11       3.991501284476e-12      -7.898510129647e-15 
   62       2.227909163403e-10       3.082792891400e-14      -3.422764414640e-13       1.521551854629e-16       3.243019627880e-11       3.863671603472e-12      -7.912450799846e-15 
   63       2.258071828874e-10       3.232072889157e-14      -3.885180343212e-13       1.571222405073e-16       3.125146017935e-11       3.741758373171e-12      -7.928278058614e-15 
   64       2.288510954047e-10       3.384939992833e-14      -4.365455290935e-13       1.621686540094e-16       3.013075199610e-11       3.625626603050e-12      -7.945285211292e-15 
   65       2.319238767391e-10       3.541319597601e-14      -4.863350310483e-13       1.672944222328e-16       2.906535062019e-11       3.514991103037e-12      -7.962603579220e-15 
   66       2.350261205269e-10       3.701128788860e-14      -5.378586602131e-13       1.724995499802e-16       2.805102660111e-11       3.409408360457e-12      -7.979194722206e-15 
   67       2.381577478708e-10       3.864276153729e-14      -5.910844686341e-13       1.777840511665e-16       2.708196505135e-11       3.308268416992e-12      -7.993842660993e-15 
   68       2.413184862795e-10       4.030666341103e-14      -6.459795877152e-13       1.831479553943e-16       2.615231835803e-11       3.210961240664e-12      -8.005370443162e-15 
   69       2.445095160194e-10       4.200215236131e-14      -7.025205957337e-13       1.885913279489e-16       2.526140199231e-11       3.117433145552e-12      -8.013358182562e-15 
   70       2.477320810626e-10       4.372837535977e-14      -7.606851120683e-13       1.941142549033e-16       2.440941784765e-11       3.027729042793e-12      -8.017557210169e-15 
   71       2.509869669114e-10       4.548442207449e-14      -8.204487528629e-13       1.997168381871e-16       2.359588280763e-11       2.941824326555e-12      -8.017676600597e-15 
   72       2.542744706330e-10       4.726932419942e-14      -8.817851308958e-13       2.053991963133e-16       2.281959333363e-11       2.859621213784e-12      -8.013381132256e-15 
   73       2.575943708929e-10       4.908205478381e-14      -9.446658554498e-13       2.111614651048e-16       2.207859005259e-11       2.780945083942e-12      -8.004289247500e-15 
   74       2.609458979896e-10       5.092152756159e-14      -1.009060532181e-12       2.170037984211e-16       2.137012234481e-11       2.705540818747e-12      -7.989971012786e-15 
