# ell  TT    EE    TE     PP     TP
5.700000000000000000e+01 2.928841146102111104e+00 3.397777273804044262e-04 -1.913157239359796922e-03 1.019933273250168429e-10 2.292856973040170971e-08
5.800000000000000000e+01 2.868797158519218460e+00 3.461121854727482530e-04 -2.354028821321670593e-03 9.860910153192667476e-11 2.139030390084924075e-08
5.900000000000000000e+01 2.811482720606247820e+00 3.523378054890587922e-04 -2.787583945571334067e-03 9.539301097188829863e-11 1.997829960576203576e-08
6.000000000000000000e+01 2.756693821168214154e+00 3.584523186780593537e-04 -3.213959109323681358e-03 9.233678140266726759e-11 1.867918979216180757e-08
6.100000000000000000e+01 2.704242702539823906e+00 3.644531972496653743e-04 -3.633256043904205430e-03 8.943002799830158981e-11 1.748069370065737314e-08
6.200000000000000000e+01 2.654006623475114957e+00 3.703357772581601886e-04 -4.045437417055575656e-03 8.665808718982142176e-11 1.637487574621378786e-08
6.300000000000000000e+01 2.605879096561339647e+00 3.760952357190205930e-04 -4.450431130628639334e-03 8.401760624547313510e-11 1.535488663737189875e-08
6.400000000000000000e+01 2.559753634582718984e+00 3.817267496474801972e-04 -4.848165086473153057e-03 8.150044643236938893e-11 1.441387708268528809e-08
6.500000000000000000e+01 2.515523750125705504e+00 3.872252960590289567e-04 -5.238567186437396300e-03 7.909908568898249940e-11 1.354499779070583584e-08
6.600000000000000000e+01 2.473082955974880370e+00 3.925859519690860083e-04 -5.621565332373145742e-03 7.680430186376615550e-11 1.274139946997173046e-08
6.700000000000000000e+01 2.432324764815705809e+00 3.978037943929333916e-04 -5.997087426128509986e-03 7.461204036466558734e-11 1.199623282904276140e-08
6.800000000000000000e+01 2.393149415634362231e+00 4.028746319555331565e-04 -6.365075692056553977e-03 7.251631279013717943e-11 1.130325071020902263e-08
6.900000000000000000e+01 2.355484053209727424e+00 4.077965997189424044e-04 -6.725529644516320578e-03 7.051156721120978103e-11 1.065861449074948789e-08
7.000000000000000000e+01 2.319262548623405529e+00 4.125684643548426477e-04 -7.078463120368665672e-03 6.859063325000907433e-11 1.005908768169640956e-08
7.100000000000000000e+01 2.284418772853671786e+00 4.171893925348429477e-04 -7.423889956475483373e-03 6.675083517519695662e-11 9.501433794072446383e-09
7.200000000000000000e+01 2.250886596982971000e+00 4.216579509303910490e-04 -7.761823989697005065e-03 6.498769567608767967e-11 8.982416338906699170e-09
7.300000000000000000e+01 2.218599892288672937e+00 4.259731062132187849e-04 -8.092279056895555073e-03 6.329518918405718478e-11 8.498798827226002269e-09
7.400000000000000000e+01 2.187492529552101495e+00 4.301338250549594346e-04 -8.415268994928646468e-03 6.167136980619915108e-11 8.047344770059914756e-09
7.500000000000000000e+01 2.157498380153064499e+00 4.341388741270695928e-04 -8.730807640669338912e-03 6.011259247081389524e-11 7.624817678429925735e-09
7.600000000000000000e+01 2.128555345343789540e+00 4.379870325252851245e-04 -9.038898528347074496e-03 5.861545003282472129e-11 7.228291282461770547e-09
7.700000000000000000e+01 2.100617448162409140e+00 4.416760290414667185e-04 -9.339503981724683185e-03 5.717509300842641882e-11 6.856080188647122518e-09
7.800000000000000000e+01 2.073642741820901580e+00 4.452038048916433254e-04 -9.632576021950133016e-03 5.579028922165782532e-11 6.506809222566942478e-09
7.900000000000000000e+01 2.047589279729055800e+00 4.485680012917765192e-04 -9.918066670168953006e-03 5.445823925411773899e-11 6.179103209812736156e-09
8.000000000000000000e+01 2.022415115199375446e+00 4.517663594578720347e-04 -1.019592794752643798e-02 5.317323050863687984e-11 5.871586975963715721e-09
8.100000000000000000e+01 1.998078301441427840e+00 4.547967206057945862e-04 -1.046611187516253462e-02 5.193753988291401777e-11 5.582885346608525686e-09
8.200000000000000000e+01 1.974536891866603527e+00 4.576567259515893393e-04 -1.072857047422116905e-02 5.074432574149293379e-11 5.311623147333663199e-09
8.300000000000000000e+01 1.951748939785514114e+00 4.603441167112224015e-04 -1.098325576584488483e-02 4.959448430412814238e-11 5.056425203718438865e-09
8.400000000000000000e+01 1.929675174538496130e+00 4.628571362335137857e-04 -1.123013547127504376e-02 4.848595497505709551e-11 4.816015274166196385e-09
8.500000000000000000e+01 1.908287030175966903e+00 4.651954363988880081e-04 -1.146924011215624123e-02 4.741543104384057430e-11 4.589512848314175599e-09
8.600000000000000000e+01 1.887558616779697385e+00 4.673591712205137690e-04 -1.170061591021168308e-02 4.638118038372380812e-11 4.376136348617688781e-09
8.700000000000000000e+01 1.867464044329177009e+00 4.693484947116419517e-04 -1.192430908717614924e-02 4.538287476439270636e-11 4.175104197530700726e-09
8.800000000000000000e+01 1.847977423004294906e+00 4.711636608855031987e-04 -1.214036586478679618e-02 4.441760608808895256e-11 3.985634817505553301e-09
8.900000000000000000e+01 1.829072862886508055e+00 4.728048237553344069e-04 -1.234883246477514081e-02 4.348391917290782061e-11 3.806946630997005395e-09
9.000000000000000000e+01 1.810724473955293012e+00 4.742719373343459504e-04 -1.254975510887720684e-02 4.258043818567652520e-11 3.638258060457388123e-09
9.100000000000000000e+01 1.792906366391188833e+00 4.755653556357481771e-04 -1.274318001882004600e-02 4.170705594485391462e-11 3.478787528338511060e-09
9.200000000000000000e+01 1.775592650274089745e+00 4.766851326728293410e-04 -1.292915341634819255e-02 4.086129440495631677e-11 3.327753457097342082e-09
9.300000000000000000e+01 1.758759002271395033e+00 4.776316453834682468e-04 -1.310771828316716070e-02 4.004198906198970607e-11 3.184448904683718065e-09
9.400000000000000000e+01 1.742387365995925474e+00 4.784055624046651542e-04 -1.327890464094121439e-02 3.924803714715000697e-11 3.048465471046709594e-09
9.500000000000000000e+01 1.726461251646649320e+00 4.790078752979464176e-04 -1.344273927130501881e-02 3.847839313063576385e-11 2.919469391629462698e-09
9.600000000000000000e+01 1.710964169323669015e+00 4.794393756250693670e-04 -1.359924895589913196e-02 3.773313885613763112e-11 2.797126901879826756e-09
9.700000000000000000e+01 1.695879629325613092e+00 4.797009549475063838e-04 -1.374846047635414244e-02 3.700916283122474798e-11 2.681104237242822601e-09
9.800000000000000000e+01 1.681191141852634852e+00 4.797936048270499943e-04 -1.389040061431035325e-02 3.630769762258588622e-11 2.571067633164594793e-09
9.900000000000000000e+01 1.666882217104336261e+00 4.797181168251665284e-04 -1.402509615141627961e-02 3.562682102647634941e-11 2.466683325092443049e-09
1.000000000000000000e+02 1.652936365179789036e+00 4.794754825038131485e-04 -1.415257386929495882e-02 3.496473627616389096e-11 2.367617548469760311e-09
1.010000000000000000e+02 1.639337096478000744e+00 4.790664934243464091e-04 -1.427286054959573183e-02 3.432267552948420099e-11 2.273536538744855455e-09
1.020000000000000000e+02 1.626067920899666452e+00 4.784921411479343360e-04 -1.438598297395123418e-02 3.369794635735980328e-11 2.184106531360836049e-09
1.030000000000000000e+02 1.613112348943052554e+00 4.777532172372732323e-04 -1.449196792400462598e-02 3.309084153258532948e-11 2.098993761767423793e-09
1.040000000000000000e+02 1.600454958669438987e+00 4.768509491281456691e-04 -1.459084770182985345e-02 3.250069676179990671e-11 2.017892032715122023e-09
1.050000000000000000e+02 1.588084600685819803e+00 4.757873077556294423e-04 -1.468267669127850186e-02 3.192777773694777959e-11 1.940605416184682622e-09
1.060000000000000000e+02 1.575991193559667547e+00 4.745646999298573101e-04 -1.476751479664337695e-02 3.136878570364405777e-11 1.866965551467127284e-09
1.070000000000000000e+02 1.564164655859878739e+00 4.731853324606668967e-04 -1.484542192221055719e-02 3.082584045364784681e-11 1.796804077848951783e-09
1.080000000000000000e+02 1.552594906053720081e+00 4.716516121580881780e-04 -1.491645797226636566e-02 3.029749408078690054e-11 1.729952634619367526e-09
1.090000000000000000e+02 1.541271862809942439e+00 4.699657458319994900e-04 -1.498068285111136752e-02 2.978238789375187658e-11 1.666242861066771149e-09
1.100000000000000000e+02 1.530185444696213981e+00 4.681301402925853615e-04 -1.503815646302699566e-02 2.928088475117149116e-11 1.605506396478391722e-09
1.110000000000000000e+02 1.519325570280950277e+00 4.661471023496188866e-04 -1.508893871230579213e-02 2.879250440933518847e-11 1.547574880145486891e-09
1.120000000000000000e+02 1.508682158132004680e+00 4.640188388129265766e-04 -1.513308950324157576e-02 2.831599755877184681e-11 1.492279951354461853e-09
1.130000000000000000e+02 1.498245126717304476e+00 4.617476564928044364e-04 -1.517066874012066267e-02 2.785174286187417028e-11 1.439453249393535814e-09
1.140000000000000000e+02 1.488004394705783051e+00 4.593360621989670814e-04 -1.520173632723175773e-02 2.739931896569482136e-11 1.388926413552189222e-09
1.150000000000000000e+02 1.477949880664707782e+00 4.567861627410034400e-04 -1.522635216887136857e-02 2.695757290028875820e-11 1.340531083118102581e-09
1.160000000000000000e+02 1.468072155740368201e+00 4.541004170908313070e-04 -1.524457833635371219e-02 2.652689371100212050e-11 1.294115409278253585e-09
1.170000000000000000e+02 1.458364401291775803e+00 4.512819928653015759e-04 -1.525648556914935457e-02 2.610691062705500122e-11 1.249593590808284385e-09
1.180000000000000000e+02 1.448820451555439703e+00 4.483341098420164442e-04 -1.526214677374098001e-02 2.569655623020999785e-11 1.206896338382534412e-09
1.190000000000000000e+02 1.439434140368491821e+00 4.452599877997651481e-04 -1.526163485663067053e-02 2.529552554426053584e-11 1.165954362674825073e-09
1.200000000000000000e+02 1.430199301867213890e+00 4.420627465165081257e-04 -1.525502272430640828e-02 2.490490319846926599e-11 1.126698374359070214e-09
1.210000000000000000e+02 1.421109770088553548e+00 4.387457057707178434e-04 -1.524238328326241003e-02 2.452230803345505250e-11 1.089059084109367933e-09
1.220000000000000000e+02 1.412159379069626075e+00 4.353120853401034555e-04 -1.522378943999572014e-02 2.414883742777950018e-11 1.052967202599509240e-09
1.230000000000000000e+02 1.403341962846958779e+00 4.317650050032107063e-04 -1.519931410099397209e-02 2.378420033077648470e-11 1.018353440503435278e-09
1.240000000000000000e+02 1.394651355357312772e+00 4.281077845384618640e-04 -1.516903017275437505e-02 2.342747208189849458e-11 9.851485084952060944e-10
1.250000000000000000e+02 1.386081390837538008e+00 4.243436437238774653e-04 -1.513301056176543855e-02 2.307904982840312382e-11 9.532831172487572493e-10
1.260000000000000000e+02 1.377625903124151563e+00 4.204758023374085499e-04 -1.509132817452823322e-02 2.273804991384043364e-11 9.226879774379988653e-10
1.270000000000000000e+02 1.369278726454387751e+00 4.165073801575244804e-04 -1.504405591752977847e-02 2.240486808185218459e-11 8.932937997369057920e-10
1.280000000000000000e+02 1.361033694664893101e+00 4.124417969623346038e-04 -1.499126669726411586e-02 2.207805326712442095e-11 8.650312948193932188e-10
1.290000000000000000e+02 1.352885066889516708e+00 4.082821860307688519e-04 -1.493303564882745085e-02 2.175921963084223978e-11 8.378366120749840852e-10
1.300000000000000000e+02 1.344828802151447844e+00 4.040324346431813335e-04 -1.486944682171048755e-02 2.144694235517769669e-11 8.116676557555449592e-10
1.310000000000000000e+02 1.336861284471973166e+00 3.996964435801260841e-04 -1.480058649400679306e-02 2.114103405689379588e-11 7.864877688282899074e-10
1.320000000000000000e+02 1.328978897871076592e+00 3.952781136227261289e-04 -1.472654094381290087e-02 2.084131413806276286e-11 7.622602942607192009e-10
1.330000000000000000e+02 1.321178026269559158e+00 3.907812455518158441e-04 -1.464739644921828066e-02 2.054816959411525239e-11 7.389485750200021348e-10
1.340000000000000000e+02 1.313455053888131552e+00 3.862099401481913275e-04 -1.456323928831681526e-02 2.026085479464238226e-11 7.165159540736430127e-10
1.350000000000000000e+02 1.305806364647348561e+00 3.815678981930929552e-04 -1.447415573920455244e-02 1.997975299226419528e-11 6.949257743888794758e-10
1.360000000000000000e+02 1.298228342467801166e+00 3.768591204668922173e-04 -1.438023207997267405e-02 1.970414787853015946e-11 6.741413789331409677e-10
1.370000000000000000e+02 1.290717371570044403e+00 3.720876077508545286e-04 -1.428155458871337505e-02 1.943441858717025977e-11 6.541261106736533422e-10
1.380000000000000000e+02 1.283269835874775611e+00 3.672570608255880669e-04 -1.417820954352283329e-02 1.916935502168386380e-11 6.348433125778826457e-10
1.390000000000000000e+02 1.275882119302754747e+00 3.623714804720231200e-04 -1.407028322249192706e-02 1.891038197893663410e-11 6.162563276131461354e-10
1.400000000000000000e+02 1.268550606074263065e+00 3.574348674711256462e-04 -1.395786190371664688e-02 1.865580106147398498e-11 5.983284987467794735e-10
1.410000000000000000e+02 1.261271680110002569e+00 3.524509226038691450e-04 -1.384103186528899340e-02 1.840650315409204328e-11 5.810231689461162540e-10
1.420000000000000000e+02 1.254041725330771406e+00 3.474236466509779062e-04 -1.371987938530241924e-02 1.816184930559690416e-11 5.643036811784719763e-10
1.430000000000000000e+02 1.246857125956941426e+00 3.423570403933720802e-04 -1.359449074185001619e-02 1.792220422946605448e-11 5.481333784112098064e-10
1.440000000000000000e+02 1.239714561381564772e+00 3.372548304534439068e-04 -1.346495333480559817e-02 1.768695199889584699e-11 5.324795278252719427e-10
1.450000000000000000e+02 1.232611892986188451e+00 3.321212468207552951e-04 -1.333135905116329331e-02 1.745598000023425983e-11 5.173250934556322680e-10
1.460000000000000000e+02 1.225547277524384304e+00 3.269601453265175844e-04 -1.319380089970307625e-02 1.722964524006261268e-11 5.026569635508948795e-10
1.470000000000000000e+02 1.218518872050033730e+00 3.217757818017150562e-04 -1.305237188919548992e-02 1.700736377811568453e-11 4.884620263595172566e-10
1.480000000000000000e+02 1.211524833317094929e+00 3.165721120774343464e-04 -1.290716502842157581e-02 1.678948744867998526e-11 4.747271701300947078e-10
1.490000000000000000e+02 1.204563318179391995e+00 3.113531919847505242e-04 -1.275827332615356649e-02 1.657545228895152075e-11 4.614392831113165817e-10
1.500000000000000000e+02 1.197632483590419517e+00 3.061231773548281940e-04 -1.260578979117011646e-02 1.636516338044966100e-11 4.485852535515461109e-10
1.510000000000000000e+02 1.190730486204176763e+00 3.008859240188110950e-04 -1.244980743224390410e-02 1.615896448222559370e-11 4.361519696994801402e-10
1.520000000000000000e+02 1.183855482974536910e+00 2.956456878075195229e-04 -1.229041925815223431e-02 1.595631945103753864e-11 4.241263198035770279e-10
1.530000000000000000e+02 1.177005630855256113e+00 2.904064245523608752e-04 -1.212771827767301393e-02 1.575756673478935863e-11 4.124951921125482497e-10
1.540000000000000000e+02 1.170179086499784971e+00 2.851721900844079441e-04 -1.196179749957902889e-02 1.556218765286460422e-11 4.012454748748059970e-10
1.550000000000000000e+02 1.163374006962450302e+00 2.799471402345154688e-04 -1.179274993264813401e-02 1.537010175507283688e-11 3.903640563389463537e-10
1.560000000000000000e+02 1.156588548996684063e+00 2.747352308339976595e-04 -1.162066858565550219e-02 1.518163933239684446e-11 3.798378247534948865e-10
1.570000000000000000e+02 1.149820869456400052e+00 2.695405177137502042e-04 -1.144564646737586920e-02 1.499670922899115229e-11 3.696536683671557815e-10
1.580000000000000000e+02 1.143069125295404609e+00 2.643671567052959816e-04 -1.126777658658746628e-02 1.481482508528537637e-11 3.597984754282922714e-10
1.590000000000000000e+02 1.136331473167408568e+00 2.592191036391838094e-04 -1.108715195206467011e-02 1.463630935512701840e-11 3.502591341856570874e-10
1.600000000000000000e+02 1.129606070126393913e+00 2.541004143469487836e-04 -1.090386557258384015e-02 1.446069065146455945e-11 3.410225328876727606e-10
1.610000000000000000e+02 1.122891270937119268e+00 2.490151591091499007e-04 -1.071801021019629964e-02 1.428828613071789576e-11 3.320763569464110935e-10
1.620000000000000000e+02 1.116186222508941395e+00 2.439668660064729145e-04 -1.052967764006268632e-02 1.411863867916669509e-11 3.234114804281646074e-10
1.630000000000000000e+02 1.109490269762330561e+00 2.389591775686190022e-04 -1.033895939061545664e-02 1.395206020902418782e-11 3.150195745624858549e-10
1.640000000000000000e+02 1.102802757717728399e+00 2.339956363256736021e-04 -1.014594699028983915e-02 1.378847673703579816e-11 3.068923105791907422e-10
1.650000000000000000e+02 1.096123031195727737e+00 2.290795848079160214e-04 -9.950731967519279089e-03 1.362745140342333670e-11 2.990213597079252416e-10
1.660000000000000000e+02 1.089450435116737337e+00 2.242148655453053826e-04 -9.753405850741372896e-03 1.346928842738236433e-11 2.913983931783813888e-10
1.670000000000000000e+02 1.082784314501337386e+00 2.194048210678349261e-04 -9.554060168386684440e-03 1.331392001665280966e-11 2.840150822202524607e-10
1.680000000000000000e+02 1.076124014069783863e+00 2.146529939056975890e-04 -9.352786448893040880e-03 1.316092816571795744e-11 2.768630980631932182e-10
1.690000000000000000e+02 1.069468879042688503e+00 2.099631265889515561e-04 -9.149676220694454715e-03 1.301095757664859675e-11 2.699341119370191539e-10
1.700000000000000000e+02 1.062818254040365673e+00 2.053384616476914063e-04 -8.944821012223647810e-03 1.286290182204816589e-11 2.632197950713044822e-10
1.710000000000000000e+02 1.056171484183492604e+00 2.007828416117314130e-04 -8.738312351917595575e-03 1.271774468657838970e-11 2.567118186957641416e-10
1.720000000000000000e+02 1.049527914292472719e+00 1.962996090115653926e-04 -8.530241768210128361e-03 1.257507942235015664e-11 2.504018540401493114e-10
1.730000000000000000e+02 1.042886889287769403e+00 1.918924063767797595e-04 -8.320700789534337533e-03 1.243451682630122295e-11 2.442815723341497009e-10
1.740000000000000000e+02 1.036247754189758563e+00 1.875647762379469485e-04 -8.109780944327895855e-03 1.229634131922948873e-11 2.383426448074156769e-10
1.750000000000000000e+02 1.029609853919045692e+00 1.833202611247539539e-04 -7.897573761021337707e-03 1.216049889845239385e-11 2.325767426896337434e-10
1.760000000000000000e+02 1.022972533196014000e+00 1.791623035674027046e-04 -7.684170768054115683e-03 1.202693708183983489e-11 2.269755372105422844e-10
1.770000000000000000e+02 1.016335137141140210e+00 1.750945460959913856e-04 -7.469663493855468323e-03 1.189560485665819152e-11 2.215306995998378335e-10
1.780000000000000000e+02 1.009697010674853290e+00 1.711205312405225751e-04 -7.254143466864709441e-03 1.176645263041209584e-11 2.162339010871408497e-10
1.790000000000000000e+02 1.003057498617834442e+00 1.672438015312005945e-04 -7.037702215513901710e-03 1.163943218359527641e-11 2.110768129022830330e-10
1.800000000000000000e+02 9.964160692627270777e-01 1.634676911291421556e-04 -6.820429345437154824e-03 1.151449662616575550e-11 2.060520761659675714e-10
1.810000000000000000e+02 9.897726844923327993e-01 1.597947007210103181e-04 -6.602406771069417417e-03 1.139160035956489001e-11 2.011562115638070779e-10
1.820000000000000000e+02 9.831274294616523246e-01 1.562271226245686415e-04 -6.383714484041348204e-03 1.127069902900730624e-11 1.963867096724184157e-10
1.830000000000000000e+02 9.764803892254998452e-01 1.527672491573220219e-04 -6.164432475985730936e-03 1.115174948116599908e-11 1.917410610684982969e-10
1.840000000000000000e+02 9.698316489392123652e-01 1.494173726371149000e-04 -5.944640738534678892e-03 1.103470972528408664e-11 1.872167563286902094e-10
1.850000000000000000e+02 9.631812938578228067e-01 1.461797853816061558e-04 -5.724419263322428654e-03 1.091953889574800075e-11 1.828112860296091037e-10
1.860000000000000000e+02 9.565294091360907469e-01 1.430567797085824963e-04 -5.503848041979916492e-03 1.080648472109102242e-11 1.785221407480123344e-10
1.870000000000000000e+02 9.498760798293257590e-01 1.400506479358535868e-04 -5.283007066140308662e-03 1.069521485708261403e-11 1.743468110605212109e-10
1.880000000000000000e+02 9.432213911924542948e-01 1.371637823810620239e-04 -5.061976327435004606e-03 1.058569174831958754e-11 1.702827875437455911e-10
1.890000000000000000e+02 9.365654282805722097e-01 1.343983753619080697e-04 -4.840835817498967755e-03 1.047787882415573285e-11 1.663275607744486977e-10
1.900000000000000000e+02 9.299082763485645442e-01 1.317567191961673456e-04 -4.619665527961589607e-03 1.037201602584156599e-11 1.624786213292294025e-10
1.910000000000000000e+02 9.232500205516378511e-01 1.292411062015422891e-04 -4.398545450458490186e-03 1.026778736197594464e-11 1.587334597847848054e-10
1.920000000000000000e+02 9.165907459448136008e-01 1.268538286957742605e-04 -4.177555576619895392e-03 1.016515916929239743e-11 1.550895667177405067e-10
