# ell  TT    EE    TE     PP     TP
1.070000000000000000e+02 1.568088967754883711e+00 4.735557970218057201e-04 -1.486173124206825562e-02 2.471742313312706399e-10 1.933952034301067746e-07
1.080000000000000000e+02 1.556451821138889802e+00 4.720214287083055490e-04 -1.493287045131795263e-02 2.425412221389947428e-10 1.879366745484872441e-07
1.090000000000000000e+02 1.545063737185840891e+00 4.703348901971259066e-04 -1.499718651281561552e-02 2.380339148271338011e-10 1.826909192056280759e-07
1.100000000000000000e+02 1.533914515007501533e+00 4.684985676501874610e-04 -1.505474035824765945e-02 2.336535387499626586e-10 1.776478062958167423e-07
1.110000000000000000e+02 1.522993953715141346e+00 4.665147472284848296e-04 -1.510559291929323977e-02 2.293956776161997281e-10 1.727964942475466754e-07
1.120000000000000000e+02 1.512291852421244087e+00 4.643856150938806076e-04 -1.514980512763731274e-02 2.252507241469412966e-10 1.681254310243434954e-07
1.130000000000000000e+02 1.501798010137042727e+00 4.621134574081749201e-04 -1.518743791496052382e-02 2.212189305796790767e-10 1.636223541249444219e-07
1.140000000000000000e+02 1.491502226074234994e+00 4.597007603329830499e-04 -1.521855221294799235e-02 2.172951426471911670e-10 1.592742905843658801e-07
1.150000000000000000e+02 1.481394299345117682e+00 4.571496100296252945e-04 -1.524320895328316709e-02 2.134692188094113399e-10 1.550675569735805960e-07
1.160000000000000000e+02 1.471464694679828655e+00 4.544624495187053943e-04 -1.526147102119052371e-02 2.097409515243114595e-10 1.509899769393844430e-07
1.170000000000000000e+02 1.461706539185479770e+00 4.516424492534211227e-04 -1.527340911608741220e-02 2.061076214880525004e-10 1.470376861001449390e-07
1.180000000000000000e+02 1.452113625888014736e+00 4.486928365463436368e-04 -1.527909589094198113e-02 2.025626041817692952e-10 1.432087459213191365e-07
1.190000000000000000e+02 1.442679747412987101e+00 4.456168387094322785e-04 -1.527860399871331862e-02 1.991039086492652265e-10 1.395009642460463701e-07
1.200000000000000000e+02 1.433398696686933427e+00 4.424175830552891245e-04 -1.527200609236412619e-02 1.957381132692051327e-10 1.359118952960838567e-07
1.210000000000000000e+02 1.424264266535131496e+00 4.390983968957613902e-04 -1.525937482486265477e-02 1.924498536022871911e-10 1.324388396716953907e-07
