# ell  TT    EE    TE     PP     TP
1.070000000000000000e+02 2.109112359575497529e-13 6.298342580654975712e-17 -2.002470073113452125e-15 4.631256891554453579e-15 6.600787407601949812e-16
1.080000000000000000e+02 2.093478516354818095e-13 6.277595286334127971e-17 -2.012131475888189883e-15 4.434612682787824186e-15 6.355361004332480111e-16
1.090000000000000000e+02 2.078180213291747311e-13 6.254794100317616028e-17 -2.020874788768218511e-15 4.247897411743136410e-15 6.121546926190569001e-16
1.100000000000000000e+02 2.063203708847117157e-13 6.229969553033665657e-17 -2.028708160489951372e-15 4.070584699371414245e-15 5.898693500806216605e-16
1.110000000000000000e+02 2.048535261481554888e-13 6.203152174895998682e-17 -2.035639739791299480e-15 3.902148166625031424e-15 5.686149055804968936e-16
1.120000000000000000e+02 2.034161129655339652e-13 6.174372496334226312e-17 -2.041677675410929184e-15 3.742061434455389804e-15 5.483261918817034176e-16
1.130000000000000000e+02 2.020067571828275762e-13 6.143661047772297215e-17 -2.046830116085152082e-15 3.589798123814243864e-15 5.289380417465944775e-16
1.140000000000000000e+02 2.006240846461499385e-13 6.111048359633120980e-17 -2.051105210552808073e-15 3.444831855653453394e-15 5.103852879387152865e-16
1.150000000000000000e+02 1.992667212015328289e-13 6.076564962338018381e-17 -2.054511107550697061e-15 3.306636250924294823e-15 4.926027632202317351e-16
1.160000000000000000e+02 1.979333823217418353e-13 6.040243515945877624e-17 -2.057056216021402736e-15 3.174732561298682135e-15 4.755322843360105903e-16
1.170000000000000000e+02 1.966231419863574789e-13 6.002125199094081846e-17 -2.058749985728527816e-15 3.048832561328888078e-15 4.591436039560110689e-16
1.180000000000000000e+02 1.953351638017965301e-13 5.962253320046381022e-17 -2.059602126638429579e-15 2.928695656286484259e-15 4.434134587334250062e-16
1.190000000000000000e+02 1.940686113744433718e-13 5.920671187069291074e-17 -2.059622348719139662e-15 2.814081251443637876e-15 4.283185853199183341e-16
1.200000000000000000e+02 1.928226483106197326e-13 5.877422108434268161e-17 -2.058820361937722556e-15 2.704748752072111441e-15 4.138357203679357871e-16
1.210000000000000000e+02 1.915964382166848275e-13 5.832549392406863082e-17 -2.057205876262575140e-15 2.600457563444490246e-15 3.999416005297590522e-16
1.220000000000000000e+02 1.903891446990423256e-13 5.786096347257878724e-17 -2.054788601660055876e-15 2.500967090832357337e-15 3.866129624576598078e-16
1.230000000000000000e+02 1.891999313640641395e-13 5.738106281256980285e-17 -2.051578248098859437e-15 2.406036739507944598e-15 3.738265428038747758e-16
1.240000000000000000e+02 1.880279618180619003e-13 5.688622502662846847e-17 -2.047584525545453936e-15 2.315425914743186908e-15 3.615590782207440189e-16
1.250000000000000000e+02 1.868723996674607089e-13 5.637688319754166206e-17 -2.042817143967936090e-15 2.228894021810070812e-15 3.497873053605178175e-16
1.260000000000000000e+02 1.857324085185641939e-13 5.585347040798816301e-17 -2.037285813333630322e-15 2.146200465980552490e-15 3.384879608754563129e-16
1.270000000000000000e+02 1.846071519777658514e-13 5.531641974056820355e-17 -2.031000243610002259e-15 2.067104652526482804e-15 3.276377814178421781e-16
1.280000000000000000e+02 1.834957936514755350e-13 5.476616427802082464e-17 -2.023970144764732889e-15 1.991365986720304659e-15 3.172135036399927468e-16
1.290000000000000000e+02 1.823975546515846522e-13 5.420315225927341626e-17 -2.016205539291117061e-15 1.918766021256106122e-15 3.071933029148575769e-16
1.300000000000000000e+02 1.813118861125704392e-13 5.362789254820027576e-17 -2.007717699788891585e-15 1.849174898516409742e-15 2.975611094986206618e-16
1.310000000000000000e+02 1.802382966744510336e-13 5.304090916484112942e-17 -1.998518211382327579e-15 1.782484908305929123e-15 2.883022923681049734e-16
1.320000000000000000e+02 1.791762949772054204e-13 5.244272612936757268e-17 -1.988618659197121631e-15 1.718588340429679410e-15 2.794022205001935852e-16
1.330000000000000000e+02 1.781253896609342077e-13 5.183386746185899674e-17 -1.978030628357964137e-15 1.657377484692325692e-15 2.708462628716819087e-16
1.340000000000000000e+02 1.770850893656238525e-13 5.121485718241085348e-17 -1.966765703990144240e-15 1.598744630898967720e-15 2.626197884594900443e-16
1.350000000000000000e+02 1.760549027312740647e-13 5.058621931113085297e-17 -1.954835471218956604e-15 1.542582068854153438e-15 2.547081662404460919e-16
1.360000000000000000e+02 1.750343383979465017e-13 4.994847786813540121e-17 -1.942251515169163016e-15 1.488782088362658965e-15 2.470967651914252856e-16
1.370000000000000000e+02 1.740229050056761891e-13 4.930215687351319549e-17 -1.929025420966493987e-15 1.437236979229538892e-15 2.397709542892447305e-16
1.380000000000000000e+02 1.730201111944890900e-13 4.864778034735735809e-17 -1.915168773735415876e-15 1.387839031259189108e-15 2.327161025108288658e-16
1.390000000000000000e+02 1.720254656043534606e-13 4.798587230979493848e-17 -1.900693158601613834e-15 1.340480534257072832e-15 2.259175788330062844e-16
1.400000000000000000e+02 1.710384768753900284e-13 4.731695678095019432e-17 -1.885610160689802317e-15 1.295053778027481036e-15 2.193607522326093508e-16
1.410000000000000000e+02 1.700586536475306739e-13 4.664155778084816549e-17 -1.869931365125175805e-15 1.251451052375558435e-15 2.130309916865346230e-16
1.420000000000000000e+02 1.690855045608561638e-13 4.596019932966675835e-17 -1.853668357032881048e-15 1.209564647105761268e-15 2.069136661716129125e-16
1.430000000000000000e+02 1.681185382554167959e-13 4.527340544747966949e-17 -1.836832721538142503e-15 1.169286852023183369e-15 2.009941446647331107e-16
1.440000000000000000e+02 1.671573033304417958e-13 4.458170396482649355e-17 -1.819436193301371976e-15 1.130520170867273133e-15 1.952595051955706062e-16
1.450000000000000000e+02 1.662015082224637682e-13 4.388563795399445482e-17 -1.801491105124682829e-15 1.093207963116666020e-15 1.897036620051328245e-16
1.460000000000000000e+02 1.652509013272147433e-13 4.318575429767162543e-17 -1.783009939345421924e-15 1.057303802183947955e-15 1.843222383873116059e-16
1.470000000000000000e+02 1.643052310404073894e-13 4.248259987856724733e-17 -1.764005178300504022e-15 1.022761261482275210e-15 1.791108576359321566e-16
1.480000000000000000e+02 1.633642457578447973e-13 4.177672157941543008e-17 -1.744489304327717354e-15 9.895339144245967832e-16 1.740651430448965968e-16
1.490000000000000000e+02 1.624276938752127003e-13 4.106866628286625722e-17 -1.724474799764117887e-15 9.575753344243499782e-16 1.691807179080632400e-16
1.500000000000000000e+02 1.614953237883035112e-13 4.035898087169050186e-17 -1.703974146947318331e-15 9.268390948941546417e-16 1.644532055192460019e-16
1.510000000000000000e+02 1.605668838928403995e-13 3.964821222855782732e-17 -1.682999828214494165e-15 8.972787692473502584e-16 1.598782291723512180e-16
1.520000000000000000e+02 1.596421225845574403e-13 3.893690723618327491e-17 -1.661564325902809629e-15 8.688479308969808847e-16 1.554514121612062640e-16
1.530000000000000000e+02 1.587207882592206918e-13 3.822561277727597565e-17 -1.639680122350085100e-15 8.415001532559252121e-16 1.511683777797216661e-16
1.540000000000000000e+02 1.578026293125948494e-13 3.751487573454425937e-17 -1.617359699893036743e-15 8.151890097370158821e-16 1.470247493216982252e-16
1.550000000000000000e+02 1.568873941403864724e-13 3.680524299070051113e-17 -1.594615540869554552e-15 7.898680737536713644e-16 1.430161500810389982e-16
1.560000000000000000e+02 1.559748311383712370e-13 3.609726142843992748e-17 -1.571460127616444425e-15 7.654909187189391665e-16 1.391382033515603411e-16
1.570000000000000000e+02 1.550646887022579242e-13 3.539147793047153464e-17 -1.547905942471642504e-15 7.420111180456242214e-16 1.353865324271714739e-16
1.580000000000000000e+02 1.541567152278382901e-13 3.468843937949692633e-17 -1.523965467772018980e-15 7.193822451469085375e-16 1.317567606017158945e-16
1.590000000000000000e+02 1.532506591108287645e-13 3.398869265826460882e-17 -1.499651185855043580e-15 6.975578734356894432e-16 1.282445111690465916e-16
1.600000000000000000e+02 1.523462687469927047e-13 3.329278464942523264e-17 -1.474975579057893363e-15 6.764915763251868121e-16 1.248454074230225938e-16
1.610000000000000000e+02 1.514433194973132864e-13 3.260125095110304848e-17 -1.449951101895183718e-15 6.561413568852644615e-16 1.215552645150341869e-16
1.620000000000000000e+02 1.505416945836857247e-13 3.191458202300954492e-17 -1.424590097588924665e-15 6.364829368147084498e-16 1.183706650263915064e-16
1.630000000000000000e+02 1.496413041933049239e-13 3.123325704020940461e-17 -1.398904881537640992e-15 6.174964674684244821e-16 1.152883833959863339e-16
1.640000000000000000e+02 1.487420585132802122e-13 3.055775517781655239e-17 -1.372907769140856583e-15 5.991621002019273627e-16 1.123051940626589034e-16
1.650000000000000000e+02 1.478438677308201002e-13 2.988855561090823106e-17 -1.346611075797168999e-15 5.814599863706614901e-16 1.094178714652882390e-16
1.660000000000000000e+02 1.469466420330641581e-13 2.922613751455855265e-17 -1.320027116905635710e-15 5.643702773298240536e-16 1.066231900427172125e-16
1.670000000000000000e+02 1.460502916071725295e-13 2.857098006386966454e-17 -1.293168207865268232e-15 5.478731244350951238e-16 1.039179242338174153e-16
1.680000000000000000e+02 1.451547266402772117e-13 2.792356243393430941e-17 -1.266046664075006100e-15 5.319486790415474472e-16 1.012988484774389302e-16
1.690000000000000000e+02 1.442598573195888355e-13 2.728436379984475541e-17 -1.238674800933911120e-15 5.165770925045989955e-16 9.876273721245072299e-17
1.700000000000000000e+02 1.433655938322158711e-13 2.665386333667949027e-17 -1.211064933840913557e-15 5.017385161796039411e-16 9.630636487769206652e-17
1.710000000000000000e+02 1.424718463653377987e-13 2.603254021955493482e-17 -1.183229378195007770e-15 4.874131014223268617e-16 9.392650591203419471e-17
1.720000000000000000e+02 1.415785251061129951e-13 2.542087362352577539e-17 -1.155180449395219083e-15 4.735809995874811773e-16 9.161993475435301307e-17
1.730000000000000000e+02 1.406855402416971612e-13 2.481934272367995370e-17 -1.126930462840156495e-15 4.602223620311278800e-16 8.938342584346205776e-17
1.740000000000000000e+02 1.397928019592402169e-13 2.422842669514475284e-17 -1.098491733929248240e-15 4.473173401079566256e-16 8.721375361825635182e-17
1.750000000000000000e+02 1.389002204459034420e-13 2.364860471296991333e-17 -1.069876578061239595e-15 4.348460851738521942e-16 8.510769251758131866e-17
1.760000000000000000e+02 1.380077058888756317e-13 2.308035595228095257e-17 -1.041097310635213862e-15 4.227887485840517604e-16 8.306201698031224748e-17
1.770000000000000000e+02 1.371151684752685378e-13 2.252415958814295998e-17 -1.012166247049947480e-15 4.111254816938185805e-16 8.107350144528876848e-17
1.780000000000000000e+02 1.362225183922754994e-13 2.198049479563065770e-17 -9.830957027044939719e-16 3.998364358586776155e-16 7.913892035137203299e-17
1.790000000000000000e+02 1.353296658270273523e-13 2.144984074987437949e-17 -9.538979929981421395e-16 3.889017624336590134e-16 7.725504813743973377e-17
1.800000000000000000e+02 1.344365376552954872e-13 2.093264885610169885e-17 -9.245851800111682807e-16 3.783035161119975232e-16 7.541905069398632908e-17
1.810000000000000000e+02 1.335431275073097366e-13 2.042925944012141141e-17 -8.951683125519500577e-16 3.680313649361423876e-16 7.362965971817815962e-17
1.820000000000000000e+02 1.326494457018356260e-13 1.993998505797633674e-17 -8.656581861104680385e-16 3.580768802858232508e-16 7.188599835885647314e-17
1.830000000000000000e+02 1.317555025577197885e-13 1.946513826564673400e-17 -8.360655961766311035e-16 3.484316335410649881e-16 7.018718976482725282e-17
1.840000000000000000e+02 1.308613083937289864e-13 1.900503161912805718e-17 -8.064013382400742998e-16 3.390871960818263090e-16 6.853235708491916160e-17
1.850000000000000000e+02 1.299668735286924853e-13 1.855997767439429157e-17 -7.766762077910668199e-16 3.300351392880271703e-16 6.692062346796488069e-17
1.860000000000000000e+02 1.290722082814181440e-13 1.813028898747192173e-17 -7.469010003193745632e-16 3.212670345397553588e-16 6.535111206276536427e-17
1.870000000000000000e+02 1.281773229707029920e-13 1.771627811435200745e-17 -7.170865113148018860e-16 3.127744532169235346e-16 6.382294601816389388e-17
1.880000000000000000e+02 1.272822279153791221e-13 1.731825761101559986e-17 -6.872435362677013043e-16 3.045489666993013762e-16 6.233524848297365106e-17
1.890000000000000000e+02 1.263869334342160228e-13 1.693654003346634971e-17 -6.573828706675246522e-16 2.965821463668960589e-16 6.088714260603255553e-17
1.900000000000000000e+02 1.254914498460545717e-13 1.657143793769877422e-17 -6.275153100042367206e-16 2.888655635997894533e-16 5.947775153613343869e-17
1.910000000000000000e+02 1.245957874696756425e-13 1.622326387970955998e-17 -5.976516497680973343e-16 2.813907897778140017e-16 5.810619842212982494e-17
1.920000000000000000e+02 1.236999566239139278e-13 1.589233041549294688e-17 -5.678026854487798988e-16 2.741493962810962440e-16 5.677160641283170339e-17
