# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 10000, i.e. number of multipoles equal to 9999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   64       2.287321552622e-10       3.380947396852e-14      -4.362834521036e-13       1.754787380128e-16       3.008702372498e-11       3.609159696384e-12      -8.374385783779e-15 
   65       2.318021560995e-10       3.537075673402e-14      -4.857986871092e-13       1.810165333196e-16       2.902545442248e-11       3.499067991403e-12      -8.375150829557e-15 
   66       2.349016035805e-10       3.696632344341e-14      -5.370414856752e-13       1.866398633541e-16       2.801474750932e-11       3.394050677317e-12      -8.368278845032e-15 
   67       2.380305111765e-10       3.859533673670e-14      -5.900106253933e-13       1.923488938559e-16       2.704911154533e-11       3.293466768488e-12      -8.357019486515e-15 
   68       2.411886879216e-10       4.025691113669e-14      -6.447007133128e-13       1.981438061279e-16       2.612272240597e-11       3.196678205731e-12      -8.344294587113e-15 
   69       2.443773144847e-10       4.195020874727e-14      -7.010904201819e-13       2.040247569915e-16       2.523489971679e-11       3.103627474396e-12      -8.330371074329e-15 
   70       2.475976108207e-10       4.367436020710e-14      -7.591519406747e-13       2.099919129378e-16       2.438584611873e-11       3.014362741230e-12      -8.314739712383e-15 
   71       2.508503344343e-10       4.542843554835e-14      -8.188543917195e-13       2.160454630893e-16       2.357508168095e-11       2.928863567842e-12      -8.296792709128e-15 
   72       2.541357502610e-10       4.721144339133e-14      -8.801637689011e-13       2.221856201302e-16       2.280140860940e-11       2.847037290528e-12      -8.275819322322e-15 
   73       2.574536005488e-10       4.902233013927e-14      -9.430429028641e-13       2.284126212367e-16       2.206287595520e-11       2.768715400102e-12      -8.251001465919e-15 
   74       2.608030747401e-10       5.085997917288e-14      -1.007451415716e-12       2.347267290073e-16       2.135674432324e-11       2.693649921731e-12      -8.221409316348e-15 
   75       2.641827793525e-10       5.272321004513e-14      -1.073345677428e-12       2.411282323936e-16       2.067945058056e-11       2.621509794758e-12      -8.185996918795e-15 
   76       2.675913432759e-10       5.461077765992e-14      -1.140681467825e-12       2.476173987738e-16       2.002749250339e-11       2.551964972698e-12      -8.144073985127e-15 
   77       2.710294276693e-10       5.652137141540e-14      -1.209422619326e-12       2.541943180309e-16       1.940034697213e-11       2.484964430948e-12      -8.096830325955e-15 
   78       2.744980295620e-10       5.845361444062e-14      -1.279533878366e-12       2.608590315996e-16       1.879802227807e-11       2.420502513539e-12      -8.046082715144e-15 
   79       2.779978621410e-10       6.040606280502e-14      -1.350978351316e-12       2.676115787298e-16       1.822016923216e-11       2.358533918492e-12      -7.993828643635e-15 
   80       2.815293376629e-10       6.237720471282e-14      -1.423717516368e-12       2.744519964153e-16       1.766606473754e-11       2.298971876420e-12      -7.942251690422e-15 
   81       2.850925503643e-10       6.436545969731e-14      -1.497711235419e-12       2.813803193220e-16       1.713459536214e-11       2.241686329133e-12      -7.893726893530e-15 
   82       2.886872593738e-10       6.636917781528e-14      -1.572917765951e-12       2.883965797167e-16       1.662424091125e-11       2.186502108240e-12      -7.850826120996e-15 
   83       2.923128716228e-10       6.838663884133e-14      -1.649293772919e-12       2.955008073954e-16       1.613305800009e-11       2.133197113752e-12      -7.816323441841e-15 
   84       2.959687717400e-10       7.041609911376e-14      -1.726793972051e-12       3.026930481021e-16       1.565915250254e-11       2.081557729104e-12      -7.792381956762e-15 
   85       2.996554120037e-10       7.245594276003e-14      -1.805369965805e-12       3.099734224500e-16       1.520222287151e-11       2.031559611180e-12      -7.777947635787e-15 
   86       3.033733725892e-10       7.450455418074e-14      -1.884971235327e-12       3.173420766821e-16       1.476224373907e-11       1.983213671354e-12      -7.770931272735e-15 
   87       3.071230195602e-10       7.656027262239e-14      -1.965545497481e-12       3.247991652861e-16       1.433899169831e-11       1.936510657078e-12      -7.768980349238e-15 
   88       3.109044936112e-10       7.862139217260e-14      -2.047038710532e-12       3.323448512330e-16       1.393203709229e-11       1.891420292445e-12      -7.769470648745e-15 
   89       3.147176988110e-10       8.068616175533e-14      -2.129395079837e-12       3.399793062166e-16       1.354073580304e-11       1.847890418744e-12      -7.769497870521e-15 
   90       3.185622913451e-10       8.275278512611e-14      -2.212557063533e-12       3.477027108929e-16       1.316422104053e-11       1.805846135024e-12      -7.765869243640e-15 
   91       3.224376682588e-10       8.481942086724e-14      -2.296465378225e-12       3.555152551194e-16       1.280139513164e-11       1.765188938650e-12      -7.755095140988e-15 
   92       3.263429562000e-10       8.688418238306e-14      -2.381059004675e-12       3.634171381940e-16       1.245092130915e-11       1.725795865867e-12      -7.733380693258e-15 
   93       3.302772955607e-10       8.894516911665e-14      -2.466275906651e-12       3.714086260913e-16       1.211154098473e-11       1.687550659566e-12      -7.697552148115e-15 
   94       3.342407662361e-10       9.100056558123e-14      -2.552055298779e-12       3.794902324967e-16       1.178309798710e-11       1.650444501526e-12      -7.648013536058e-15 
   95       3.382335809342e-10       9.304855728362e-14      -2.638335731881e-12       3.876625655689e-16       1.146565390478e-11       1.614488911785e-12      -7.586221251566e-15 
   96       3.422557950777e-10       9.508730124783e-14      -2.725054425475e-12       3.959262743771e-16       1.115917263487e-11       1.579684657156e-12      -7.513793315571e-15 
   97       3.463072996018e-10       9.711492643896e-14      -2.812147283256e-12       4.042820499231e-16       1.086351663988e-11       1.546021331418e-12      -7.432513820542e-15 
   98       3.503878137521e-10       9.912953418691e-14      -2.899548908573e-12       4.127306261623e-16       1.057844320455e-11       1.513476935508e-12      -7.344337375584e-15 
   99       3.544968778821e-10       1.011291986102e-13      -2.987192619904e-12       4.212727810261e-16       1.030360069275e-11       1.482017457717e-12      -7.251393551524e-15 
  100       3.586338462512e-10       1.031119670398e-13      -3.075010466337e-12       4.299093374431e-16       1.003852480430e-11       1.451596453876e-12      -7.155991326008e-15 
  101       3.627978798223e-10       1.050758604429e-13      -3.162933243047e-12       4.386411643608e-16       9.782634831783e-12       1.422154627552e-12      -7.060623528587e-15 
  102       3.669879390599e-10       1.070188738467e-13      -3.250890506773e-12       4.474691777675e-16       9.535229917441e-12       1.393619410240e-12      -6.967971285815e-15 
  103       3.712027767274e-10       1.089389767621e-13      -3.338810591299e-12       4.563943417137e-16       9.295485309992e-12       1.365904541554e-12      -6.880908466333e-15 
  104       3.754412015575e-10       1.108341653753e-13      -3.426621536448e-12       4.654175846310e-16       9.062639402123e-12       1.338929883817e-12      -6.801873696632e-15 
  105       3.797029253404e-10       1.127026262383e-13      -3.514253984667e-12       4.745395332132e-16       8.836591680136e-12       1.312684818424e-12      -6.730880221300e-15 
  106       3.839878173704e-10       1.145425955835e-13      -3.601638706409e-12       4.837607443240e-16       8.617378946306e-12       1.287172670631e-12      -6.667244239297e-15 
  107       3.882956396173e-10       1.163523105115e-13      -3.688705746760e-12       4.930817865790e-16       8.404990124457e-12       1.262391044834e-12      -6.610190851898e-15 
  108       3.926260425010e-10       1.181300099834e-13      -3.775384450953e-12       5.025032404370e-16       8.199364613305e-12       1.238331627113e-12      -6.558851558005e-15 
  109       3.969785606656e-10       1.198739358142e-13      -3.861603489892e-12       5.120256982906e-16       8.000390639785e-12       1.214979987783e-12      -6.512261749475e-15 
  110       4.013526087540e-10       1.215823336647e-13      -3.947290885661e-12       5.216497645571e-16       7.807903612397e-12       1.192315383943e-12      -6.469358206430e-15 
  111       4.057474771821e-10       1.232534540347e-13      -4.032374037042e-12       5.313760557693e-16       7.621684474531e-12       1.170310562023e-12      -6.428976592583e-15 
  112       4.101623279135e-10       1.248855532552e-13      -4.116779745038e-12       5.412052006667e-16       7.441458057811e-12       1.148931560331e-12      -6.389848950551e-15 
  113       4.145961902336e-10       1.264768944817e-13      -4.200434238380e-12       5.511378402859e-16       7.266891435424e-12       1.128137511602e-12      -6.350601197178e-15 
  114       4.190479565240e-10       1.280257486861e-13      -4.283263199050e-12       5.611746280518e-16       7.097592275461e-12       1.107880445546e-12      -6.309750618851e-15 
  115       4.235163780371e-10       1.295303956502e-13      -4.365191787795e-12       5.713162298682e-16       6.933107194248e-12       1.088105091398e-12      -6.265703366821e-15 
  116       4.280002327654e-10       1.309891704454e-13      -4.446145329183e-12       5.815633261832e-16       6.773021206497e-12       1.068761447193e-12      -6.217100006999e-15 
  117       4.324988612372e-10       1.324006071644e-13      -4.526051406700e-12       5.919166182752e-16       6.617273313459e-12       1.049844643432e-12      -6.163905186219e-15 
  118       4.370116882320e-10       1.337633146099e-13      -4.604838071478e-12       6.023768229051e-16       6.465876370753e-12       1.031359577864e-12      -6.106446362110e-15 
  119       4.415380538394e-10       1.350759337506e-13      -4.682433236557e-12       6.129446705179e-16       6.318818680155e-12       1.013308498769e-12      -6.045078169348e-15 
  120       4.460772107551e-10       1.363371391159e-13      -4.758764708235e-12       6.236209053506e-16       6.176063236813e-12       9.956909203877e-13      -5.980182992381e-15 
  121       4.506283215770e-10       1.375456401907e-13      -4.833760217410e-12       6.344062855407e-16       6.037546976449e-12       9.785035383508e-13      -5.912171538149e-15 
  122       4.551904561013e-10       1.387001828102e-13      -4.907347450936e-12       6.453015832346e-16       5.903180022564e-12       9.617401451044e-13      -5.841483408811e-15 
  123       4.597625886185e-10       1.397995505549e-13      -4.979454082964e-12       6.563075846958e-16       5.772844933651e-12       9.453915453401e-13      -5.768587674470e-15 
  124       4.643435952092e-10       1.408425661456e-13      -5.050007806295e-12       6.674250904133e-16       5.646395950395e-12       9.294454714224e-13      -5.693983445890e-15 
  125       4.689322510404e-10       1.418280928378e-13      -5.118936363725e-12       6.786549152098e-16       5.523658242881e-12       9.138864988170e-13      -5.618200447228e-15 
  126       4.735272276611e-10       1.427550358170e-13      -5.186167579393e-12       6.899978883501e-16       5.404427157806e-12       8.986959615191e-13      -5.541799588750e-15 
  127       4.781270902987e-10       1.436223435933e-13      -5.251629390133e-12       7.014548536493e-16       5.288467465676e-12       8.838518674811e-13      -5.465373539559e-15 
  128       4.827302951551e-10       1.444290093965e-13      -5.315249876815e-12       7.130266695815e-16       5.175512608020e-12       8.693288140408e-13      -5.389547300318e-15 
  129       4.873353498706e-10       1.451741128890e-13      -5.376958136922e-12       7.247141964946e-16       5.065322021063e-12       8.551038830159e-13      -5.314862228533e-15 
  130       4.919413205644e-10       1.458569475177e-13      -5.436686943899e-12       7.365182564406e-16       4.957861815623e-12       8.411752367931e-13      -5.241412513459e-15 
  131       4.965473755660e-10       1.464769098335e-13      -5.494370440134e-12       7.484396691233e-16       4.853142587659e-12       8.275454119257e-13      -5.169169718739e-15 
  132       5.011526257118e-10       1.470334620927e-13      -5.549943358887e-12       7.604792644116e-16       4.751162784635e-12       8.142154809606e-13      -5.098095496423e-15 
  133       5.057561228088e-10       1.475261339401e-13      -5.603341061659e-12       7.726378823562e-16       4.651908368291e-12       8.011850106547e-13      -5.028141325717e-15 
  134       5.103568580977e-10       1.479545240923e-13      -5.654499575557e-12       7.849163732050e-16       4.555352477427e-12       7.884520201912e-13      -4.959248251738e-15 
  135       5.149537607168e-10       1.483183020212e-13      -5.703355630662e-12       7.973155974199e-16       4.461455090687e-12       7.760129393964e-13      -4.891346624264e-15 
  136       5.195456961655e-10       1.486172096371e-13      -5.749846697399e-12       8.098364256921e-16       4.370162689334e-12       7.638625669558e-13      -4.824355836492e-15 
  137       5.241314647681e-10       1.488510629725e-13      -5.793911023902e-12       8.224797389587e-16       4.281407920033e-12       7.519940286303e-13      -4.758184063783e-15 
  138       5.287098001370e-10       1.490197538652e-13      -5.835487673380e-12       8.352464284186e-16       4.195109257632e-12       7.403987354735e-13      -4.692728002423e-15 
  139       5.332793676366e-10       1.491232516415e-13      -5.874516561490e-12       8.481373955484e-16       4.111170667942e-12       7.290663420471e-13      -4.627872608368e-15 
  140       5.378387628467e-10       1.491616048000e-13      -5.910938493698e-12       8.611535521187e-16       4.029481270517e-12       7.179847046379e-13      -4.563490836001e-15 
  141       5.423865100261e-10       1.491349426944e-13      -5.944695202651e-12       8.742958202100e-16       3.949915001438e-12       7.071398394742e-13      -4.499443376885e-15 
  142       5.469210605764e-10       1.490434772177e-13      -5.975729385543e-12       8.875651322290e-16       3.872330276086e-12       6.965158809421e-13      -4.435578398511e-15 
  143       5.514407915053e-10       1.488875044844e-13      -6.003984741482e-12       9.009624309242e-16       3.796569651930e-12       6.860950398019e-13      -4.371731283057e-15 
  144       5.559441336416e-10       1.486674180148e-13      -6.029406488558e-12       9.144885907611e-16       3.722492859500e-12       6.758614356370e-13      -4.307760023417e-15 
  145       5.604299737702e-10       1.483837461943e-13      -6.051942893603e-12       9.281441732758e-16       3.650080277324e-12       6.658131082376e-13      -4.243655895717e-15 
  146       5.648972894060e-10       1.480371217238e-13      -6.071543964984e-12       9.419296475208e-16       3.579339064689e-12       6.559511164626e-13      -4.179443251805e-15 
  147       5.693450218191e-10       1.476282721857e-13      -6.088161026210e-12       9.558454661082e-16       3.510270565298e-12       6.462757509936e-13      -4.115144785878e-15 
  148       5.737720752435e-10       1.471580217930e-13      -6.101746756057e-12       9.698920647742e-16       3.442870161825e-12       6.367865148172e-13      -4.050781478168e-15 
  149       5.781773160872e-10       1.466272931392e-13      -6.112255228695e-12       9.840698619428e-16       3.377127130467e-12       6.274821037069e-13      -3.986372538617e-15 
  150       5.825595721408e-10       1.460371089475e-13      -6.119641953810e-12       9.983792582901e-16       3.313024495495e-12       6.183603867053e-13      -3.921935350556e-15 
